date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink,rateUSD
2024-01-28,NVDA,USD,0001045810,2024-02-21,2024-02-21 16:36:57,2024,FY,60922000000,16621000000,44301000000,0.7271757329,8675000000.0,0,0,2654000000,237000000,11329000000,27950000000,866000000,257000000,1508000000,35583000000,0.5840747185,32972000000,0.5412166377,237000000,33818000000,0.5551032468,4058000000,29760000000,0.4884934835,1.21,1.19,24690000000,24940000000,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000029/0001045810-24-000029-index.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581024000029/nvda-20240128.htm,1.0
2023-01-29,NVDA,USD,0001045810,2023-02-24,2023-02-24 17:23:43,2023,FY,26974000000,11618000000,15356000000,0.5692889449,7339000000.0,0,0,2440000000,-48000000,9779000000,21397000000,267000000,262000000,1544000000,7340000000,0.2721138874,4224000000,0.1565952399,-1401000000,4181000000,0.1550011122,-187000000,4368000000,0.1619337139,0.18,0.17,24870000000,25070000000,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000017/0001045810-23-000017-index.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581023000017/nvda-20230129.htm,1.0
2022-01-30,NVDA,USD,0001045810,2022-03-18,2022-03-17 20:33:34,2022,FY,26914000000,9439000000,17475000000,0.6492903322,5268000000.0,0,0,2166000000,107000000,7434000000,16873000000,29000000,236000000,1174000000,11351000000,0.4217507617,10041000000,0.3730772089,-100000000,9941000000,0.3693616705,189000000,9752000000,0.362339303,0.39,0.39,24960000000,25350000000,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000036/0001045810-22-000036-index.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581022000036/nvda-20220130.htm,1.0
2021-01-31,NVDA,USD,0001045810,2021-02-26,2021-02-26 17:03:14,2021,FY,16675000000,6279000000,10396000000,0.6234482759,3924000000.0,0,0,1940000000,4000000,5864000000,12143000000,57000000,184000000,1098000000,5691000000,0.3412893553,4532000000,0.2717841079,-123000000,4409000000,0.2644077961,77000000,4332000000,0.2597901049,0.18,0.17,24680000000,25120000000,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000010/0001045810-21-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581021000010/nvda-20210131.htm,1.0
2020-01-26,NVDA,USD,0001045810,2020-02-20,2020-02-20 16:38:18,2020,FY,10918000000,4150000000,6768000000,0.6198937534,2829000000.0,0,0,1093000000,-2000000,3922000000,8072000000,178000000,52000000,381000000,3403000000,0.3116871222,2846000000,0.2606704525,124000000,2970000000,0.2720278439,174000000,2796000000,0.2560908591,0.12,0.11,24360000000,24720000000,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000010/0001045810-20-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1045810/000104581020000010/nvda-2020x10k.htm,1.0
2024-09-28,AAPL,USD,0000320193,2024-11-01,2024-11-01 06:01:36,2024,FY,391035000000,210352000000,180683000000,0.4620634982,31370000000.0,0,0,26097000000,0,57467000000,267819000000,0,0,11445000000,134661000000,0.3443707085,123216000000,0.3151022287,269000000,123485000000,0.3157901467,29749000000,93736000000,0.2397125577,6.11,6.08,15417105263,15408095000,https://www.sec.gov/Archives/edgar/data/320193/000032019324000123/0000320193-24-000123-index.htm,https://www.sec.gov/Archives/edgar/data/320193/000032019324000123/aapl-20240928.htm,1.0
2023-09-30,AAPL,USD,0000320193,2023-11-03,2023-11-02 18:08:27,2023,FY,383285000000,214137000000,169148000000,0.4413112958,29915000000.0,0,0,24932000000,382000000,54847000000,268984000000,3750000000,3933000000,11519000000,125820000000,0.3282674772,114301000000,0.2982141227,565000000,113736000000,0.2967400237,16741000000,96995000000,0.2530623426,6.16,6.13,15744231000,15812547000,https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/0000320193-23-000106-index.htm,https://www.sec.gov/Archives/edgar/data/320193/000032019323000106/aapl-20230930.htm,1.0
2022-09-24,AAPL,USD,0000320193,2022-10-28,2022-10-27 18:01:14,2022,FY,394328000000,223546000000,170782000000,0.4330963056,26251000000.0,0,0,25094000000,228000000,51573000000,275119000000,2825000000,2931000000,11104000000,130541000000,0.3310467428,119437000000,0.302887444,334000000,119103000000,0.3020404333,19300000000,99803000000,0.2530964071,6.15,6.11,16215963000,16325819000,https://www.sec.gov/Archives/edgar/data/320193/000032019322000108/0000320193-22-000108-index.htm,https://www.sec.gov/Archives/edgar/data/320193/000032019322000108/aapl-20220924.htm,1.0
2021-09-25,AAPL,USD,0000320193,2021-10-29,2021-10-28 18:04:28,2021,FY,365817000000,212981000000,152836000000,0.4177935963,21914000000.0,0,0,21973000000,-60000000,43827000000,256808000000,2843000000,2645000000,11284000000,120233000000,0.3286697994,108949000000,0.2978237753,-258000000,109207000000,0.2985290459,14527000000,94680000000,0.2588179336,5.67,5.61,16701272000,16864919000,https://www.sec.gov/Archives/edgar/data/320193/000032019321000105/0000320193-21-000105-index.htm,https://www.sec.gov/Archives/edgar/data/320193/000032019321000105/aapl-20210925.htm,1.0
2020-09-26,AAPL,USD,0000320193,2020-10-30,2020-10-29 18:06:25,2020,FY,274515000000,169559000000,104956000000,0.3823324773,18752000000.0,0,0,19916000000,87000000,38755000000,208314000000,3763000000,2873000000,11056000000,77344000000,0.2817478098,66288000000,0.2414731435,-803000000,67091000000,0.2443983025,9680000000,57411000000,0.2091361128,3.31,3.28,17352119000,17528214000,https://www.sec.gov/Archives/edgar/data/320193/000032019320000096/0000320193-20-000096-index.htm,https://www.sec.gov/Archives/edgar/data/320193/000032019320000096/aapl-20200926.htm,1.0
2024-06-30,MSFT,USD,0000789019,2024-07-30,2024-07-30 16:06:22,2024,FY,245122000000,74114000000,171008000000,0.6976444383,29510000000.0,7609000000,24456000000,32065000000,-1319000000,61575000000,135689000000,3157000000,2935000000,22287000000,131720000000,0.5373650672,109433000000,0.4464429957,-1646000000,107787000000,0.4397279722,19651000000,88136000000,0.3595597294,11.86,11.8,7431000000,7469000000,https://www.sec.gov/Archives/edgar/data/789019/000095017024087843/0000950170-24-087843-index.htm,https://www.sec.gov/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm,1.0
2023-06-30,MSFT,USD,0000789019,2023-07-27,2023-07-27 16:01:56,2023,FY,211915000000,65863000000,146052000000,0.6892008588,27195000000.0,7575000000,22759000000,30334000000,-223000000,57529000000,123392000000,2994000000,1968000000,13861000000,105155000000,0.4962131043,88523000000,0.4177288064,-238000000,89311000000,0.4214472784,16950000000,72361000000,0.3414623788,9.72,9.68,7446000000,7472000000,https://www.sec.gov/Archives/edgar/data/789019/000095017023035122/0000950170-23-035122-index.htm,https://www.sec.gov/Archives/edgar/data/789019/000095017023035122/msft-20230630.htm,1.0
2022-06-30,MSFT,USD,0000789019,2022-07-28,2022-07-28 16:06:19,2022,FY,198270000000,62650000000,135620000000,0.6840167448,24512000000.0,5900000000,21825000000,27725000000,-32000000,52237000000,114887000000,2094000000,2063000000,14460000000,99905000000,0.5038835931,83383000000,0.4205527816,302000000,83716000000,0.4222323095,10978000000,72738000000,0.3668633681,9.7,9.65,7496000000,7540000000,https://www.sec.gov/Archives/edgar/data/789019/000156459022026876/0001564590-22-026876-index.htm,https://www.sec.gov/Archives/edgar/data/789019/000156459022026876/msft-10k_20220630.htm,1.0
2021-06-30,MSFT,USD,0000789019,2021-07-29,2021-07-29 16:21:55,2021,FY,168088000000,52232000000,115856000000,0.6892580077,20716000000.0,5107000000,20117000000,25224000000,98000000,45940000000,98172000000,2131000000,2346000000,10900000000,83831000000,0.4987328066,69916000000,0.4159487887,1401000000,71102000000,0.4230046166,9831000000,61271000000,0.3645173956,8.12,8.05,7547000000,7608000000,https://www.sec.gov/Archives/edgar/data/789019/000156459021039151/0001564590-21-039151-index.htm,https://www.sec.gov/Archives/edgar/data/789019/000156459021039151/msft-10k_20210630.htm,1.0
2020-06-30,MSFT,USD,0000789019,2020-07-30,2020-07-30 20:44:46,2020,FY,143015000000,46078000000,96937000000,0.6778100199,19269000000.0,5111000000,19598000000,24709000000,-40000000,43978000000,90056000000,2680000000,2591000000,12300000000,68395000000,0.4782365486,52959000000,0.3703038143,-12000000,53036000000,0.3708422193,8755000000,44281000000,0.3096248645,5.82,5.76,7610000000,7683000000,https://www.sec.gov/Archives/edgar/data/789019/000156459020034944/0001564590-20-034944-index.htm,https://www.sec.gov/Archives/edgar/data/789019/000156459020034944/msft-10k_20200630.htm,1.0
2023-10-29,AVGO,USD,0001730168,2023-12-14,2023-12-14 16:54:05,2023,FY,35819000000,11129000000,24690000000,0.6892989754,5253000000.0,0,0,1592000000,512000000,8239000000,19368000000,535000000,1622000000,3835000000,20798000000,0.5806415589,16207000000,0.4524693598,268000000,15097000000,0.42148022,1015000000,14082000000,0.3931433038,3.39,3.3,4150000000,4270000000,https://www.sec.gov/Archives/edgar/data/1730168/000173016823000096/0001730168-23-000096-index.htm,https://www.sec.gov/Archives/edgar/data/1730168/000173016823000096/avgo-20231029.htm,1.0
2022-10-30,AVGO,USD,0001730168,2022-12-16,2022-12-16 16:21:52,2022,FY,33203000000,11108000000,22095000000,0.665451917,4919000000.0,0,0,1382000000,1512000000,7813000000,18921000000,100000000,1737000000,4984000000,19212000000,0.5786224136,14225000000,0.4284251423,-1791000000,12434000000,0.3744842334,939000000,11495000000,0.3462036563,2.74,2.65,4090000000,4230000000,https://www.sec.gov/Archives/edgar/data/1730168/000173016822000118/0001730168-22-000118-index.htm,https://www.sec.gov/Archives/edgar/data/1730168/000173016822000118/avgo-20221030.htm,1.0
2021-10-31,AVGO,USD,0001730168,2021-12-17,2021-12-17 16:42:51,2021,FY,27450000000,10606000000,16844000000,0.6136247723,4854000000.0,0,0,1347000000,1976000000,8177000000,18783000000,16000000,1885000000,6041000000,14839000000,0.540582878,8519000000,0.3103460838,-1754000000,6765000000,0.2464480874,29000000,6736000000,0.2453916211,1.57,1.5,4100000000,4290000000,https://www.sec.gov/Archives/edgar/data/1730168/000173016821000153/0001730168-21-000153-index.htm,https://www.sec.gov/Archives/edgar/data/1730168/000173016821000153/avgo-20211031.htm,1.0
2020-11-01,AVGO,USD,0001730168,2020-12-18,2020-12-18 17:07:10,2020,FY,23888000000,10372000000,13516000000,0.5658070998,4968000000.0,0,0,1935000000,2401000000,9304000000,19676000000,53000000,1777000000,6905000000,11323000000,0.4740036839,4014000000,0.1680341594,-1571000000,2443000000,0.1022689216,-518000000,2960000000,0.1239115874,0.66,0.63,4020000000,4210000000,https://www.sec.gov/Archives/edgar/data/1730168/000173016820000226/0001730168-20-000226-index.htm,https://www.sec.gov/Archives/edgar/data/1730168/000173016820000226/avgo-20201101.htm,1.0
2019-11-03,AVGO,USD,0001730168,2019-12-20,2019-12-20 16:10:06,2019,FY,22597000000,10114000000,12483000000,0.5524184626,4696000000.0,0,0,1709000000,1898000000,8303000000,18417000000,98000000,1444000000,5781000000,10069000000,0.4455901226,3444000000,0.1524096119,-1218000000,2226000000,0.0985086516,-510000000,2724000000,0.1205469753,0.68,0.64,3980000000,4190000000,https://www.sec.gov/Archives/edgar/data/1730168/000173016819000144/0001730168-19-000144-index.htm,https://www.sec.gov/Archives/edgar/data/1730168/000173016819000144/avgo-11032019x10k.htm,1.0
2023-12-31,AMZN,USD,0001018724,2024-02-02,2024-02-01 18:48:30,2023,FY,574785000000,304739000000,270046000000,0.4698208896,85622000000.0,11816000000,44370000000,146805000000,767000000,233194000000,537933000000,2949000000,3182000000,48663000000,85515000000,0.1487773689,36852000000,0.064114408,693000000,37545000000,0.0653200762,7120000000,30425000000,0.0529328358,2.95,2.9,10304000000,10492000000,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000008/0001018724-24-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872424000008/amzn-20231231.htm,1.0
2022-12-31,AMZN,USD,0001018724,2023-02-03,2023-02-02 18:27:34,2022,FY,513983000000,288831000000,225152000000,0.4380533987,73213000000.0,11891000000,42238000000,138428000000,1263000000,212904000000,501735000000,989000000,2367000000,41921000000,55269000000,0.106264215,12248000000,0.0238295819,-18187000000,-5939000000,-0.0115548569,3217000000,-2722000000,-0.005295895,-0.27,-0.27,10189000000,10189000000,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/0001018724-23-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872423000004/amzn-20221231.htm,1.0
2021-12-31,AMZN,USD,0001018724,2022-02-04,2022-02-03 18:46:51,2021,FY,469822000000,272344000000,197478000000,0.4203251444,56052000000.0,8823000000,32551000000,116485000000,62000000,172599000000,444943000000,448000000,1809000000,34433000000,59312000000,0.1271566678,24879000000,0.0529540975,13276000000,38155000000,0.0812116078,4791000000,33364000000,0.0710141288,3.3,3.24,10120000000,10300000000,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/0001018724-22-000005-index.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872422000005/amzn-20211231.htm,1.0
2020-12-31,AMZN,USD,0001018724,2021-02-03,2021-02-02 19:44:10,2020,FY,386064000000,233307000000,152757000000,0.3956779187,42740000000.0,6668000000,22008000000,87193000000,-75000000,129858000000,363165000000,555000000,1647000000,25180000000,48079000000,0.126007605,22899000000,0.0593139998,1295000000,24194000000,0.0626683659,2863000000,21331000000,0.055252497,2.13,2.09,10000000000,10200000000,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000004/0001018724-21-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872421000004/amzn-20201231.htm,1.0
2019-12-31,AMZN,USD,0001018724,2020-01-31,2020-01-30 20:46:13,2019,FY,280522000000,165536000000,114986000000,0.4099001148,35931000000.0,5203000000,18878000000,64313000000,201000000,100445000000,265981000000,832000000,1600000000,21789000000,36330000000,0.13203599,14541000000,0.0518355067,-579000000,13962000000,0.0497714974,2374000000,11588000000,0.0413087031,1.17,1.15,9880000000,10080000000,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000004/0001018724-20-000004-index.htm,https://www.sec.gov/Archives/edgar/data/1018724/000101872420000004/amzn-20191231x10k.htm,1.0
2023-12-31,META,USD,0001326801,2024-02-02,2024-02-01 19:39:02,2023,FY,134902000000,25959000000,108943000000,0.8075714222,38483000000.0,11408000000,12301000000,23709000000,1458000000,62192000000,88151000000,1639000000,446000000,11178000000,61381000000,0.4550043735,50203000000,0.3721442232,-2775000000,47428000000,0.351573735,8330000000,39098000000,0.2898252064,15.19,14.87,2574000000,2629000000,https://www.sec.gov/Archives/edgar/data/1326801/000132680124000012/0001326801-24-000012-index.htm,https://www.sec.gov/Archives/edgar/data/1326801/000132680124000012/meta-20231231.htm,1.0
2022-12-31,META,USD,0001326801,2023-02-02,2023-02-01 20:26:31,2022,FY,116609000000,25249000000,91360000000,0.7834729738,35338000000.0,11816000000,15262000000,27078000000,-320000000,62416000000,87665000000,276000000,276000000,8686000000,42241000000,0.3622447667,33555000000,0.2877565197,-4736000000,28819000000,0.2471421588,5619000000,23200000000,0.1989554837,8.63,8.59,2687000000,2702000000,https://www.sec.gov/Archives/edgar/data/1326801/000132680123000013/0001326801-23-000013-index.htm,https://www.sec.gov/Archives/edgar/data/1326801/000132680123000013/meta-20221231.htm,1.0
2021-12-31,META,USD,0001326801,2022-02-03,2022-02-02 21:11:04,2021,FY,117929000000,22649000000,95280000000,0.8079437628,24655000000.0,9829000000,14043000000,23872000000,210000000,48527000000,71176000000,531000000,461000000,7967000000,54720000000,0.4640080048,46753000000,0.3964504066,531000000,47284000000,0.4009531159,7914000000,39370000000,0.3338449406,13.99,13.77,2815000000,2859000000,https://www.sec.gov/Archives/edgar/data/1326801/000132680122000018/0001326801-22-000018-index.htm,https://www.sec.gov/Archives/edgar/data/1326801/000132680122000018/fb-20211231.htm,1.0
2020-12-31,META,USD,0001326801,2021-01-28,2021-01-27 21:13:48,2020,FY,85965000000,16692000000,69273000000,0.8058279532,18447000000.0,6564000000,11591000000,18155000000,-34000000,36602000000,53294000000,509000000,672000000,6862000000,39533000000,0.4598732042,32671000000,0.3800500204,509000000,33180000000,0.3859710347,4034000000,29146000000,0.3390449602,10.22,10.09,2851000000,2888000000,https://www.sec.gov/Archives/edgar/data/1326801/000132680121000014/0001326801-21-000014-index.htm,https://www.sec.gov/Archives/edgar/data/1326801/000132680121000014/fb-20201231.htm,1.0
2019-12-31,META,USD,0001326801,2020-01-30,2020-01-29 21:12:14,2019,FY,70697000000,12770000000,57927000000,0.8193699874,13600000000.0,10465000000,9876000000,20341000000,27000000,33941000000,46711000000,924000000,20000000,5741000000,34727000000,0.4912089622,28986000000,0.4100032533,-4174000000,24812000000,0.3509625585,6327000000,18485000000,0.2614679548,6.48,6.43,2854000000,2876000000,https://www.sec.gov/Archives/edgar/data/1326801/000132680120000013/0001326801-20-000013-index.htm,https://www.sec.gov/Archives/edgar/data/1326801/000132680120000013/fb-12312019x10k.htm,1.0
2023-12-31,TSLA,USD,0001318605,2024-01-29,2024-01-26 21:00:20,2023,FY,96773000000,79113000000,17660000000,0.1824889174,3969000000.0,0,0,4800000000,0,8769000000,87882000000,1066000000,156000000,4667000000,14796000000,0.1528938857,8891000000,0.0918747998,1082000000,9973000000,0.1030556044,-5001000000,14999000000,0.1549915782,4.73,4.31,3173500000,3482750000,https://www.sec.gov/Archives/edgar/data/1318605/000162828024002390/0001628280-24-002390-index.htm,https://www.sec.gov/Archives/edgar/data/1318605/000162828024002390/tsla-20231231.htm,1.0
2022-12-31,TSLA,USD,0001318605,2023-01-31,2023-01-30 21:29:15,2022,FY,81462000000,60609000000,20853000000,0.2559843854,3075000000.0,0,0,3946000000,0,7021000000,67630000000,297000000,191000000,3747000000,17657000000,0.2136333505,13656000000,0.167636444,63000000,13719000000,0.1684098107,1132000000,12583000000,0.1544646584,4.02,3.62,3130000000,3475000000,https://www.sec.gov/Archives/edgar/data/1318605/000095017023001409/0000950170-23-001409-index.htm,https://www.sec.gov/Archives/edgar/data/1318605/000095017023001409/tsla-20221231.htm,1.0
2021-12-31,TSLA,USD,0001318605,2022-05-02,2022-04-29 18:05:17,2021,FY,53823000000,40217000000,13606000000,0.2527915575,2593000000.0,0,0,4517000000,0,7110000000,47327000000,56000000,371000000,2911000000,9625000000,0.1752782268,6523000000,0.1211935418,-180000000,6343000000,0.1178492466,699000000,5524000000,0.1026327035,1.87,1.63,2959000000,3386000000,https://www.sec.gov/Archives/edgar/data/1318605/000156459022016871/0001564590-22-016871-index.htm,https://www.sec.gov/Archives/edgar/data/1318605/000156459022016871/tsla-10ka_20211231.htm,1.0
2020-12-31,TSLA,USD,0001318605,2021-02-08,2021-02-08 07:27:23,2020,FY,31536000000,24906000000,6630000000,0.2102359209,1491000000.0,0,0,3145000000,0,4636000000,29542000000,30000000,748000000,2322000000,4224000000,0.1339421613,-1994000000,-0.0632293252,3148000000,1154000000,0.0365930999,292000000,721000000,0.02286276,0.25,0.21,2880000000,2880000000,https://www.sec.gov/Archives/edgar/data/1318605/000156459021004599/0001564590-21-004599-index.htm,https://www.sec.gov/Archives/edgar/data/1318605/000156459021004599/tsla-10k_20201231.htm,1.0
2019-12-31,TSLA,USD,0001318605,2020-02-13,2020-02-13 07:12:18,2019,FY,24578000000,20509000000,4069000000,0.165554561,1343000000.0,0,0,2646000000,0,3989000000,24498000000,44000000,685000000,2154000000,2174000000,0.0883717145,69000000,0.0028073887,-734000000,-665000000,-0.0270567174,110000000,-862000000,-0.0350720156,-0.33,-0.33,2655000000,2655000000,https://www.sec.gov/Archives/edgar/data/1318605/000156459020004475/0001564590-20-004475-index.htm,https://www.sec.gov/Archives/edgar/data/1318605/000156459020004475/tsla-10k_20191231.htm,1.0
2024-09-01,COST,USD,0000909832,2024-10-09,2024-10-08 18:40:07,2024,FY,254453000000,222358000000,32095000000,0.1261333134,0.0,0,0,22810000000,0,22810000000,245168000000,598000000,169000000,2237000000,12146000000,0.0477337662,9285000000,0.0364900394,455000000,9740000000,0.0382781889,2373000000,7367000000,0.0289523016,16.6,16.56,443914000,444759000,https://www.sec.gov/Archives/edgar/data/909832/000090983224000049/0000909832-24-000049-index.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983224000049/cost-20240901.htm,1.0
2023-09-03,COST,USD,0000909832,2023-10-11,2023-10-10 19:13:15,2023,FY,242290000000,212586000000,29704000000,0.122596888,0.0,0,0,21590000000,0,21590000000,234176000000,533000000,160000000,2489000000,10724000000,0.0442610095,8114000000,0.0334887944,373000000,8487000000,0.0350282719,2195000000,6292000000,0.0259688803,14.18,14.16,443854000,444452000,https://www.sec.gov/Archives/edgar/data/909832/000090983223000042/0000909832-23-000042-index.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983223000042/cost-20230903.htm,1.0
2022-08-28,COST,USD,0000909832,2022-10-05,2022-10-04 21:59:05,2022,FY,226954000000,199382000000,27572000000,0.1214871736,0.0,0,0,19779000000,38000000,19779000000,219161000000,205000000,158000000,2277000000,9693000000,0.0427090952,7793000000,0.0343373547,106000000,7840000000,0.0345444451,1925000000,5844000000,0.0257497114,13.17,13.14,443651000,444757000,https://www.sec.gov/Archives/edgar/data/909832/000090983222000021/0000909832-22-000021-index.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983222000021/cost-20220828.htm,1.0
2021-08-29,COST,USD,0000909832,2021-10-06,2021-10-05 20:49:17,2021,FY,195929000000,170684000000,25245000000,0.1288476948,0.0,0,0,18461000000,76000000,18537000000,189221000000,143000000,171000000,2067000000,8489000000,0.0433269194,6708000000,0.0342368919,56000000,6680000000,0.034093983,1601000000,5007000000,0.0255551756,11.3,11.27,443089000,444346000,https://www.sec.gov/Archives/edgar/data/909832/000090983221000014/0000909832-21-000014-index.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983221000014/cost-20210829.htm,1.0
2020-08-30,COST,USD,0000909832,2020-10-07,2020-10-06 19:07:39,2020,FY,166761000000,144939000000,21822000000,0.1308579344,0.0,0,0,16332000000,55000000,16387000000,161326000000,92000000,160000000,1839000000,7080000000,0.0424559699,5435000000,0.0325915532,7000000,5367000000,0.032183784,1308000000,4002000000,0.0239984169,9.05,9.02,442297000,443901000,https://www.sec.gov/Archives/edgar/data/909832/000090983220000017/0000909832-20-000017-index.htm,https://www.sec.gov/Archives/edgar/data/909832/000090983220000017/cost-20200830.htm,1.0
2023-12-31,GOOGL,USD,0001652044,2024-01-31,2024-01-30 21:43:43,2023,FY,307394000000,133332000000,174062000000,0.5662504798,45427000000.0,16425000000,27917000000,44342000000,556000000,89769000000,223101000000,3865000000,308000000,11946000000,100032000000,0.3254194942,84293000000,0.2742181045,-1424000000,85717000000,0.2788505957,11922000000,73795000000,0.2400664945,5.84,5.8,12630000000,12722000000,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000022/0001652044-24-000022-index.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000022/goog-20231231.htm,1.0
2022-12-31,GOOGL,USD,0001652044,2023-02-03,2023-02-02 21:23:45,2022,FY,282836000000,126203000000,156633000000,0.553794425,39500000000.0,15724000000,26567000000,42291000000,-3514000000,81791000000,207994000000,2174000000,357000000,13475000000,91333000000,0.3229185818,74842000000,0.2646127084,3514000000,71328000000,0.2521885474,11356000000,59972000000,0.2120380715,4.59,4.56,13063000000,13159000000,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000016/0001652044-23-000016-index.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000016/goog-20221231.htm,1.0
2021-12-31,GOOGL,USD,0001652044,2022-02-02,2022-02-01 21:08:02,2021,FY,257637000000,110939000000,146698000000,0.569398029,31562000000.0,13510000000,22912000000,36422000000,12020000000,67984000000,178923000000,1499000000,346000000,12441000000,91491000000,0.3551159189,78714000000,0.3055228869,-12020000000,90734000000,0.3521776763,14701000000,76033000000,0.2951167728,5.69,5.61,13353000000,13553480000,https://www.sec.gov/Archives/edgar/data/1652044/000165204422000019/0001652044-22-000019-index.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204422000019/goog-20211231.htm,1.0
2020-12-31,GOOGL,USD,0001652044,2021-02-03,2021-02-02 20:12:25,2020,FY,182527000000,84732000000,97795000000,0.5357837471,27573000000.0,11052000000,17946000000,28998000000,6858000000,56571000000,141303000000,1865000000,135000000,13697000000,55941000000,0.306480685,41224000000,0.2258515179,-6858000000,48082000000,0.2634240414,7813000000,40269000000,0.2206194152,2.96,2.93,13616320000,13740560000,https://www.sec.gov/Archives/edgar/data/1652044/000165204421000010/0001652044-21-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204421000010/goog-20201231.htm,1.0
2019-12-31,GOOGL,USD,0001652044,2020-02-04,2020-02-03 21:03:59,2019,FY,161857000000,71896000000,89961000000,0.5558054332,26018000000.0,9551000000,18464000000,28015000000,5394000000,54033000000,125929000000,2427000000,100000000,11781000000,50302000000,0.3107805038,34231000000,0.211489154,-5394000000,39625000000,0.2448148674,5282000000,34343000000,0.2121811228,2.48,2.46,13851920000,13971120000,https://www.sec.gov/Archives/edgar/data/1652044/000165204420000008/0001652044-20-000008-index.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204420000008/goog10-k2019.htm,1.0
2023-12-31,GOOG,USD,0001652044,2024-01-31,2024-01-30 21:43:43,2023,FY,307394000000,133332000000,174062000000,0.5662504798,45427000000.0,16425000000,27917000000,44342000000,556000000,89769000000,223101000000,3865000000,308000000,11946000000,100032000000,0.3254194942,84293000000,0.2742181045,-1424000000,85717000000,0.2788505957,11922000000,73795000000,0.2400664945,5.84,5.8,12630000000,12722000000,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000022/0001652044-24-000022-index.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204424000022/goog-20231231.htm,1.0
2022-12-31,GOOG,USD,0001652044,2023-02-03,2023-02-02 21:23:45,2022,FY,282836000000,126203000000,156633000000,0.553794425,39500000000.0,15724000000,26567000000,42291000000,-3514000000,81791000000,207994000000,2174000000,357000000,13475000000,91333000000,0.3229185818,74842000000,0.2646127084,3514000000,71328000000,0.2521885474,11356000000,59972000000,0.2120380715,4.59,4.56,13063000000,13159000000,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000016/0001652044-23-000016-index.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204423000016/goog-20221231.htm,1.0
2021-12-31,GOOG,USD,0001652044,2022-02-02,2022-02-01 21:08:02,2021,FY,257637000000,110939000000,146698000000,0.569398029,31562000000.0,13510000000,22912000000,36422000000,12020000000,67984000000,178923000000,1499000000,346000000,12441000000,91491000000,0.3551159189,78714000000,0.3055228869,-12020000000,90734000000,0.3521776763,14701000000,76033000000,0.2951167728,5.69,5.61,13353000000,13553480000,https://www.sec.gov/Archives/edgar/data/1652044/000165204422000019/0001652044-22-000019-index.htm,https://www.sec.gov/Archives/edgar/data/1652044/000165204422000019/goog-20211231.htm,1.0
